Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	X739D12_R1	X739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2	MiniXist_R1	MiniXist_p.value1	MiniXist_R2	MiniXist_p.value2	MiniXist_Fishers_p.value	MiniXist_q.vaule	DelB_MiniXist_R1	DelBMiniXist_p.value1	DelB_MiniXist_R2	DelB_MiniXist_p.value2	DelB_MiniXist_Fishers_p.value	DelB_MiniXist_q.vaule	rRS	MiniXist_cRS	DelB_MiniXist_cRS	site	site2	Sig
chr11	65162960	65162961	Arhgap44	0	0.061514277	9.47e-05	0.037294982	0.0871	0.1799	0.129629116	0.031231599	0	0	0.007755866	0.02174484	0.0808	0.0102	0.0513	0.1163	0.009178034	0.021309918	0.0278	0.2228	0	0.5025	0.357102571	0.611534142	0.02472598975	0.04132401025	0	66	R	7.82575031872721
chr11	65788296	65788297	Map2k4	0.044140776	0.000907334	0.061750461	0	0.0334	0.051	0	0	0	0	0.036151133	0.04862586	0	0.5016	0	0.4984	0.596570041	0.608316432	0	0.4982	0	0.4951	0.591919304	0.611534142	0.02669964275	0	0	66	R	1.01072744852518
chr11	65807243	65807244	Zkscan6	0.035627736	0.0925755	0	0	0	0.0396	0.027434918	0	0	0	0	0.029419001	0.2565	0.0052	0.0545	0.2825	0.011051542	0.025253523	0	0.5012	0	0.4982	0.596154525	0.611534142	0.032050809	0.123449191	0	66	R	7.48049122959245
chr11	66526125	66526126	Shisa6	1	1	0.064705264	0.030383593	0.0657	0.0103	0.021608429	0.017216888	0.065618746	0.039066325	0	0	0	0.5077	0.2214	0.0816	0.173327415	0.258582997	0	0.4971	0.0802	0.2841	0.417661117	0.611534142	0.52377221425	0	0	67	R	2.75026680799466
chr11	66911990	66911991	Pirt	0	0.879059741	0.369135895	0.049840818	0	0	0.770966831	1	0	0	0	0	0.151	0.0479	0	0.4974	0.112861216	0.181223893	0	0.4919	0	0.4977	0.589336618	0.611534142	0.3245091135	0	0	67	R	3.47311080653614
chr11	66947085	66947086	Gm12298	0.836836359	0.816252364	0.334606785	0.455947043	0	0	1	1	0.008419812	0	0	0.062535764	0.1599	0.051	0.1073	0.217	0.060910417	0.108500037	0	0.5046	0.4335	0	0	0	0.61091063775	0	0	67	R	0.107174456634705
chr11	67025153	67025154	Tmem220	0	0	0	0	0.3156	0	0.812381002	0.627896906	0	0	0.068684899	0	0.2044	0.046	0.0163	0.4444	0.099966282	0.165789728	0	0.5041	0.1088	0.2194	0.354121959	0.611534142	0	0.11035	0.0544	68	R	3.65411073498105
chr11	67052617	67052618	Adprm	0.034674142	0.052812266	0	0	0.0156	0.2125	0.011256581	0	0.069997874	0.099561815	0	0	0	0.5002	0	0.496	0.593931277	0.608316432	0	0.5035	0.0491	0.268	0.4052107	0.611534142	0.021871602	0	0.002678398	68	R	1.01072744852518
chr11	67052669	67052670	Sco1	0.026905111	0.042985436	0	0	0	0	0.210205287	0.211326588	0.184071228	0.063479024	0	0	0.033	0.2358	0	0.5006	0.370262976	0.482369048	0	0.5002	0	0.4973	0.594836841	0.611534142	0.01747263675	0	0	68	R	1.48244975195057
chr11	67532997	67532998	Gas7	0	0.14604233	0.058278804	0.218661238	0	0.1276	0.187606738	0	0.288386974	0.242184651	0	0	0.4328	0	0.3645	0	0	0	0	0.5027	0	0.499	0.597746763	0.611534142	0.105745593	0.292904407	0	68	R	42.1389170131285
chr11	67922152	67922153	Usp43	0.020303622	0.034650045	0.226253773	0.113083832	0.0647	0.1543	0	0.020544426	0	0	0.022253436	0	0	0.4976	0.0624	0.2454	0.378889125	0.489984656	0	0.4971	0.0651	0.2731	0.406850644	0.611534142	0.098572818	0	0	68	R	1.45059719099612
chr11	67966482	67966483	Stx8	0.042549582	0.043395626	0	0	0.0105	0.0158	0	0	0	0	0.130525057	0.189876465	0	0.4999	0.0343	0.2281	0.36161652	0.474803321	0.0225	0.271	0.0364	0.1108	0.135290701	0.488012885	0.021486302	0	0.007963698	68	R	1.03825012093442
chr11	68386825	68386826	Ntn1	0	0.056622209	0.052980376	0.16027538	0	0.2922	0.00432441	0	0.011221334	0	0.085744597	0.05766309	0.0894	0.0106	0.1225	8e-04	0.000107508	0.00040516	0	0.4917	0	0.5071	0.59565925	0.611534142	0.06746949125	0.03848050875	0	69	R	15.8834330658862
chr11	68432124	68432125	Pik3r5	0	0.009500104	0	0	0.0304	0	0.721997513	0	0	0	0.162733356	0	0	0.5051	0.2742	0.038	0.095070115	0.158712093	0	0.5005	0	0.4985	0.595878902	0.611534142	0.002375026	0.134724974	0	69	R	3.74282532883178
chr11	68691914	68691915	Myh10	0.02492694	0	0.06023334	0.042183031	0.0653	0.0963	0	0	0.070855016	0.008791008	0	0	0.1846	0	0.0815	5e-04	0	0	0	0.5018	7e-04	0.494	0.593638464	0.611534142	0.03183582775	0.10121417225	0	69	R	42.1389170131285
chr11	68853130	68853131	Ndel1	0	0	0.03959954	0	4e-04	0.1281	0.029611932	0	0.086576007	0.045315273	0.040340034	0	0.2308	0	0.0083	0.4401	0	0	0.039	0.1832	0.0853	0.04	0.043352834	0.226872343	0.009899885	0.109650115	0.052250115	69	R	13.9704165774136
chr11	68956857	68956858	Arhgef15	0.14413911	0	0	0	1	0.7559	0	0.21710641	0.244775949	0.282174308	0	0	0.3127	1e-04	0.1108	0.1155	0.00014286	0.000524032	0	0.5055	0	0.5074	0.605488073	0.611534142	0.0360347775	0.1757152225	0	69	R	15.3602971285227
chr11	68975184	68975185	Rangrf	0	0.023785477	0	0	0.4469	0.6297	0	0	0.21199604	0.206534012	0.019418993	0	0	0.4989	0.1908	0.021	0.058236712	0.104846844	0	0.4872	0	0.4972	0.585688347	0.611534142	0.00594636925	0.08945363075	0	69	R	4.58585957037217
chr11	69008459	69008460	Pfas	0	0	0.024705137	0.031338687	0.091	0.0589	0	0	0	0	0.066458769	0.035701845	0.0683	0.0022	0.0583	0.0049	0.00013408	0.000494235	0.0416	0.0488	0.0162	0.2816	0.072658398	0.31938609	0.014010956	0.049289044	0.014889044	70	R	6.66970412109406
chr11	69015910	69015911	Ctc1	0	0.004175533	0.025190556	0.181111604	0	0.0531	0.371195839	0.432682467	0	0	0	0.032745338	0.0942	0.0095	0.0474	0.1276	0.009352509	0.021665216	0	0.4936	0	0.5039	0.594802864	0.611534142	0.05261942325	0.01818057675	0	70	R	7.79212700090697
chr11	69045642	69045643	Aurkb	0	0	0.060443023	0.054713237	0.0286	0.1703	0	0	0	0.034924232	0.085852359	0.056623893	0.0273	0.3184	0.013	0.4187	0.401948274	0.515187509	0	0.4976	0.0192	0.3769	0.501446641	0.611534142	0.028789065	0	0	70	R	1.34860769341144
chr11	69059774	69059775	2310047M10Rik	0	0	0.747542215	0.117417503	0.026	0.3663	0	1	0	0	0	0.128546735	0	0.5005	0.1188	0.3332	0.465472271	0.578915511	0	0.504	0	0.5078	0.604726171	0.611534142	0.2162399295	0	0	70	R	1.11145988350148
chr11	69070808	69070809	Tmem107	0	0.441032306	0.080049163	0	0	0.4289	0.213444741	1	0	0	0	0	0	0.4932	0	0.5043	0.594796909	0.608316432	0.0837	0.3052	0	0.4995	0.439191151	0.611534142	0.13027036725	0	0	70	R	1.01072744852518
chr11	69088527	69088528	Vamp2	0.313543051	0	0.402126837	0.822430472	0	0.1008	0	0	0	0	0.015904647	0	0	0.4913	0	0.4993	0.590022105	0.608316432	0	0.4937	0	0.4964	0.589693995	0.611534142	0.38452509	0	0	70	R	1.01072744852518
chr11	69098955	69098956	Per1	0.013903289	0.060743968	0	0.035672297	0.2282	0.0371	0	0	0.052897743	0.155469789	0.013369878	0	0.2897	0.0082	0.4017	0.0028	0.000268213	0.000925294	0.0118	0.4457	0.0313	0.3618	0.455506664	0.611534142	0.0275798885	0.3181201115	0	70	R	14.2041851383332
chr11	69126376	69126377	Aloxe3	0	0	0.305056826	0.285617969	0.491	0	0.434245683	0.474456491	0	0	0	0	0	0.5073	0.1159	0.2763	0.415584022	0.526649764	0	0.5074	0	0.4984	0.600560811	0.611534142	0.14766869875	0	0	70	R	1.30386286309779
chr11	69323872	69323873	Cntrob	0	0	0.126611056	0	0.2224	0.1929	0.766238574	0.33630396	0.135898291	0.034453216	0.043746632	0.051714661	0.1159	0.0515	0.2407	6e-04	0.000351789	0.001180421	0	0.4993	0	0.4988	0.595255971	0.611534142	0.031652764	0.146647236	0	70	R	13.7090197158334
chr11	69323985	69323986	Trappc1	0	0	0	0	0.0975	0.7668	1	1	0	0.543006912	0	0	0	0.5024	0	0.5111	0.605876981	0.608316432	0	0.4978	0.0211	0.4596	0.566242325	0.611534142	0	0	0.01055	70	R	1.01072744852518
chr11	69326257	69326258	Kcnab3	0	0	0	0	0	0.0724	0	0	0	0	0.029690683	0	1	0	0.752	0.0021	0	0	0	0.5009	0	0.5072	0.602164332	0.611534142	0	0.876	0	70	R	42.1389170131285
chr11	69369425	69369426	Chd3	0.153827611	0.20863521	0	0.113756105	0	0.1469	0.949618722	0.623893417	0.346084241	0.859024372	0.198485039	0.168834078	0.0453	0.3293	0.4467	0	0	0	0	0.5034	0.1546	0.0405	0.099753418	0.395101772	0.1190547315	0.1269452685	0	70	R	22.3163906994286
chr11	69395345	69395346	Cyb5d1	0	0.119707323	0.171757642	0	0.3816	0.2707	0.220216756	0.887500283	0.089299985	0	0	0	0	0.5016	0	0.5015	0.598720864	0.608316432	0	0.506	0	0.5024	0.602380665	0.611534142	0.07286624125	0	0	70	R	1.01072744852518
chr11	69395790	69395791	Naa38	0	0	0.863157058	0.799863265	0.0552	1	1	1	0.221206415	0.204577007	0	0	0.4111	0.0016	0	0.5084	0.006600446	0.015685766	0.0658	0.2692	0	0.5019	0.405558058	0.611534142	0.41575508075	0	0	70	R	8.44882589404387
chr11	69398233	69398234	Tmem88	0	0.087034475	0.016486254	0	0.0172	0.1563	0	1	0.376765804	0.229271188	0.053432171	0	0.1263	0.1985	0.1614	0.2629	0.206287147	0.301083841	0.0446	0.3622	0	0.4896	0.484070701	0.611534142	0.02588018225	0.11796981775	0	70	R	2.44083847937228
chr11	69413674	69413675	Kdm6b	0	0	0.043419759	0.799596629	0.572	0.492	0.952810616	0.115136275	0	0	0.114277884	0.450508098	0.0575	0.3204	0.0334	0.3845	0.381161193	0.492292589	0	0.4951	0	0.5062	0.597431799	0.611534142	0.210754097	0	0	70	R	1.44104187444252
chr11	69549107	69549108	Dnah2	0.385856217	0.023348469	0.036052483	0.319955608	0.2272	0.1743	0	0	0.652649759	0.321679414	0.021785573	0.06554544	0.4991	0	0.4007	0	0	0	0	0.502	0	0.5007	0.598443382	0.611534142	0.19130319425	0.25859680575	0	70	R	42.1389170131285
chr11	69579323	69579324	Wrap53	0	0	0.309094638	0.43785846	0	0	0	0.182241906	0.013613791	0.074004941	0.020807111	0	0.297	0	0.2379	5e-04	0	0	0	0.493	0	0.4988	0.590867762	0.611534142	0.1867382745	0.0807117255	0	70	R	42.1389170131285
chr11	69580358	69580359	Trp53	0	0	0	0	0	0	0	0.152879864	0.107886428	0.074870137	0	0	0.1406	0	0.208	0	0	0	0	0.4907	0	0.4969	0.587941731	0.611534142	0	0.1743	0	70	R	42.1389170131285
chr11	69605959	69605960	Atp1b2	0	0	0.391918995	0.497588414	0	0.0243	1	0.70926513	0.198107547	0.405812098	0	0.07261269	0.0737	0.3086	0.4609	0.0169	0.032627955	0.064373038	0	0.4978	0	0.4941	0.59094432	0.611534142	0.22237685225	0.04492314775	0	70	R	5.57776919592591
chr11	69622108	69622109	Sat2	0.45359638	0	0	0	0.3577	0.9957	0	0	0	0	0	0	0.9988	1e-04	0.3361	0.1202	0.000148194	0.000540346	0	0.5046	0.0802	0.3695	0.499609457	0.611534142	0.113399095	0.554050905	0	70	R	15.2979591188324
chr11	69632970	69632971	Fxr2	0	0	0.476077696	0.332700424	0.0733	0.2162	0.105246692	0.396521927	0	0	0	0.014998703	0.2951	0	0.299	0	0	0	0	0.5013	0	0.5015	0.598513182	0.611534142	0.20219453	0.09485547	0	70	R	42.1389170131285
chr11	69655036	69655037	Sox15	0.177920277	0.080749207	0.230275856	0	0.3442	0	1	1	0	0	0	0	0.0781	0.3283	0.2421	0.1124	0.158656199	0.241693456	0.1264	0.1387	0	0.5049	0.25622699	0.611534142	0.122236335	0.037863665	0	70	R	2.88761660765184
chr11	69662641	69662642	Mpdu1	0.082744278	0.064030287	0	0	0.1134	0.1128	0.435995232	0.017984343	0	0.075314407	0	0	0.2825	0	0.2096	4e-04	0	0	0	0.4972	0.0672	0.1637	0.285561162	0.611534142	0.03669364125	0.20935635875	0	70	R	42.1389170131285
chr11	69666169	69666170	Cd68	0.1731495	0.199732588	0	0.193658027	0.0613	0.1781	1	0	0.411617119	0	0.269500744	0.123278129	0.4433	4e-04	0.6651	1e-04	7.21e-07	3.34e-06	0.2575	0.002	0.051	0.3304	0.005499217	0.048721131	0.14163502875	0.41256497125	0.01261497125	70	R	4.17297569917385
chr11	69672422	69672423	Eif4a1	0.035973616	0.032296702	0	0	0	0.2829	1	1	0.02715707	0.185465603	0.001484094	0	0	0.5059	0	0.5	0.600645822	0.608316432	0	0.4936	0.1028	0	0	0	0.0170675795	0	0.0343324205	70	R	0.0239856057100443
chr11	69682083	69682084	Senp3	0.154542452	0.149861043	0.007517137	0.010607116	0.1089	0.2051	0.871730258	0	0	0	0	0.036309681	0.2695	0	0.1459	0	0	0	0.0759	0.0237	0.2168	0	0	0	0.080631937	0.127068063	0.065718063	70	R	1
chr11	69758632	69758633	Polr2a	0.03357116	0.222428412	0	0.038658163	0.0174	0.0314	0.299143153	0	0	0	0	0	0.1496	3e-04	0.0728	0.0617	0.000220217	0.000783167	0	0.5014	0	0.498	0.596153637	0.611534142	0.07366443375	0.03753556625	0	70	R	14.5432876851158
chr11	69765911	69765912	Zbtb4	0.17590584	0.008624997	0	0	0	0	0	0.408569564	0.19843466	0.214302256	0	0.082807231	0.3273	0.0068	0.2754	0.0114	0.000811245	0.002460532	0	0.4977	0	0.5139	0.604503743	0.611534142	0.04613270925	0.25521729075	0	70	R	12.2154671424061
chr11	69795936	69795937	Chrnb1	0	0.136366185	0.971922811	0.772488211	0.0283	0.824	0	0	0	0	0.118694309	0	0	0.5072	0.447	0.0131	0.039958893	0.076175597	0	0.5018	0	0.5031	0.599965727	0.611534142	0.47019430175	0	0	70	R	5.23545201832929
chr11	69801715	69801716	Fgf11	0	0.287927643	0	0	1	0.3031	1	1	0	0	0	0	0.7877	4e-04	1	2e-04	1.39e-06	6.28e-06	0	0.4998	0	0.4919	0.590788104	0.611534142	0.07198191075	0.82186808925	0	70	R	24.3561592199366
chr11	69805623	69805624	Tmem102	0.715994887	0.143276403	0	0.258623947	0.7391	0	1	0.13832473	0.01644018	0	0	0	0	0.5022	0	0.5027	0.599966222	0.608316432	0.0481	0.3856	0.1379	0.2142	0.288572214	0.611534142	0.27947380925	0	0	70	R	1.01072744852518
chr11	69834848	69834849	Nlgn2	0.330964331	0.102835529	0.386871907	0.051784297	0.2405	0	0	0	0.103622633	0	0	0	0.6056	5e-04	0.4326	0.0093	6.17e-05	0.000243606	0	0.5052	0.1018	0.1641	0.289339233	0.611534142	0.218114016	0.300985984	0	70	R	16.9178866886914
chr11	69838524	69838525	Tmem256	0	0	0.959775055	1	0.6864	0	0	0	0	0	0.33888501	0	0.2237	0.037	0	0.4997	0.092270422	0.155060275	0	0.5012	0.0654	0.3294	0.462470267	0.611534142	0.48994376375	0	0	70	R	3.79015889263564
chr11	69846371	69846372	Plscr3	0	0	0.271955071	0	0.0951	0	0	0.492864969	0	0	0.092691022	0.076452874	0.2046	0.1084	0.4955	0.0013	0.001390502	0.003922926	0.0111	0.4677	0.0155	0.4519	0.539844213	0.611534142	0.06798876775	0.28206123225	0	70	R	11.2669621068918
chr11	69858729	69858730	Tnk1	0.236109033	0.201678632	0.265789338	0.648165371	0.3035	0.5878	0	0	0.024631132	0.026889187	0.179758103	0	0.2218	0.0349	0.6247	0	0	0	0	0.4996	0.0839	0.144	0.261286846	0.611534142	0.3379355935	0.0853144065	0	70	R	42.1389170131285
chr11	69880984	69880985	Kctd11	0.024274616	0	0.225208715	0.681734881	0.4232	0.033	0	0.416762531	0	0	0	0	0	0.4946	1	0.0022	0.008512693	0.019948539	0	0.5042	0	0.4976	0.597805699	0.611534142	0.232804553	0.267195447	0	70	R	7.95998937797941
chr11	69895538	69895539	Acap1	0.38624239	0.445715468	1	1	0.0182	0.3785	0.719613602	1	0.354072276	0.30313604	0.213337273	0.57785958	0.3123	0.0277	0.4062	0.0032	0.000915733	0.002752651	0.0403	0.4163	0.1626	0.2489	0.33852248	0.611534142	0.7079894645	0	0	70	R	11.9873452320541
chr11	69900985	69900986	2810408A11Rik	0	0	0.569972233	0.427199912	0.2702	0	0	0	0.036131061	0	0	0	0.0986	0.2953	0.5884	6e-04	0.001707722	0.004764638	0	0.4984	0.2944	0.077	0.163496764	0.530312683	0.24929303625	0.09420696375	0	70	R	8.42918278171836
chr11	69901815	69901816	Neurl4	0.0515424	0	0.041785528	0.148011455	0.5821	0.1672	0	0	0.013685499	0.01291551	0	0	0.1045	0.0725	0.1307	0.0233	0.012472528	0.028056243	0.1713	9e-04	0.076	0.1236	0.001123949	0.014936691	0.06033484575	0.05726515425	0.06331515425	70	R	0.85004750499919
chr11	69914191	69914192	Gps2	0	0	0.663123731	0.240689881	0.9051	0	1	1	0	0	0	0	0.1574	0.1662	0.379	0.0173	0.019700166	0.041452434	0	0.5072	0.1071	0.2441	0.382444794	0.611534142	0.225953403	0.042246597	0	70	R	6.47277153837769
chr11	69921957	69921958	Eif5a	0.058291284	0.189832455	0.026430337	0.005166255	0.0733	0.0304	0.580042617	0.453883513	0	0.057955232	0.082527324	0	0.1577	0	0.0989	0	0	0	0	0.4907	0	0.4921	0.584606225	0.611534142	0.06993008275	0.05836991725	0	70	R	42.1389170131285
chr11	69935898	69935899	Ybx2	0	0.004554846	0	0	0.127	0.1766	1	1	0	0	0	0	0.2308	0.0112	0.1846	0.0334	0.003325961	0.008591356	0	0.493	0	0.4973	0.589829281	0.611534142	0.0011387115	0.2065612885	0	70	R	9.67293331160469
chr11	69948189	69948190	Slc2a4	0.084618425	0.014571747	0.879116709	0	0	0	0.063479652	0	0	0	0	0.037904064	0.6537	0	1	0	0	0	0	0.5039	0	0.5049	0.602660949	0.611534142	0.24457672025	0.58227327975	0	70	R	42.1389170131285
chr11	69964778	69964779	Cldn7	0	0	0	0	0.1404	0.1367	0.793342	0.585742087	0.056762081	0	0.032341005	0	0	0.4997	0.0039	0.4927	0.591279714	0.608316432	0.0848	0.0916	0	0.4966	0.186061603	0.572933594	0	0.00195	0.0424	70	R	0.892411238616779
chr11	69981167	69981168	Ctdnep1	0.016300125	0	0	0	0.2923	0	0	0	0	0	0.150030873	0.189425119	0	0.4913	0.2687	0.0109	0.033361064	0.065173452	0.0038	0.4833	0	0.5006	0.585268683	0.611534142	0.00407503125	0.13027496875	0	70	R	5.55264167097259
chr11	69981234	69981235	Elp5	0	0.056194496	0	0.029081531	0	0.0744	0	0	0	0.01036687	0.056561157	0.006707164	0.1377	0.0145	0.132	0.0241	0.003130775	0.008128747	0	0.4995	0	0.4974	0.594421829	0.611534142	0.02131900675	0.11353099325	0	70	R	9.78548217153727
chr11	69991369	69991370	Gabarap	0.050982945	0.071458948	0.027748534	0	0.1241	0.019	0	0	0.043202995	0	0.041219364	0	0.2084	0.02	0.0415	0.3643	0.043146239	0.08175929	0	0.5032	0.0854	0.1475	0.26725076	0.611534142	0.03754760675	0.08740239325	0.00515239325	70	R	5.09161202161342
chr11	69995765	69995766	Phf23	0	0.010158625	0	0	0	0	0	0	0	0	0	0	0	0.4899	0.0501	0.2274	0.355888708	0.469048232	0	0.4982	0	0.5007	0.595808773	0.611534142	0.00253965625	0.02251034375	0	70	R	1.539393144976
chr11	70000625	70000626	Dvl2	0.024793865	0	0	0	0.3112	0.1472	0	0	0	0	0	0	0	0.504	0	0.4955	0.59620192	0.608316432	0	0.5091	0.0574	0.2163	0.353061364	0.611534142	0.00619846625	0	0.02250153375	71	R	1.01072744852518
chr11	70015427	70015428	Acadvl	0.322755481	0.189533222	0	0	0.624	0.329	0	0	0.19320017	0.102090156	0.139584019	0	0.1146	0.1046	0.4248	1e-04	0.000130415	0.000484261	0.2387	0.0032	0	0.5005	0.011910702	0.091830605	0.12807217575	0.14162782425	0	71	R	3.1966051033534
chr11	70018604	70018605	Dlg4	0.038356136	0	0	0.046715839	0.393	0	0	0.264471821	0	0	0.177449942	0.170060279	0	0.4916	0.2489	0.0143	0.041881112	0.079511134	0	0.4981	0.3735	0.0036	0.013132702	0.097794432	0.02126799375	0.10318200625	0.16548200625	71	R	1.08902390639588
chr11	70220993	70220994	Slc16a13	0	0	0.965166425	0.757384168	0.162	0	0	0	0	0.087453239	0.092268153	0	0.8514	0	0.7989	0	0	0	0	0.4969	0	0.5056	0.598279358	0.611534142	0.43063764825	0.39451235175	0	71	R	42.1389170131285
chr11	70229797	70229798	Bcl6b	0.24018734	0	0	0	0.1459	0.9033	0	0	0	0	0	0	0.2692	0.0117	0.0191	0.4417	0.032378334	0.064121798	0	0.4972	0	0.5022	0.596148975	0.611534142	0.060046835	0.084103165	0	71	R	5.58572087464406
chr11	70237913	70237914	0610010K14Rik	0	0.047111023	0	0	0.0401	0	0.571551912	0.494781335	0.026527266	0	0	0.023992887	0.3532	0.0022	0.0294	0.4057	0.007159455	0.016934543	0	0.498	0	0.4999	0.595116051	0.611534142	0.01177775575	0.17952224425	0	71	R	8.29306291204569
chr11	70239851	70239852	Rnasek	0	0	0.36219801	0.322370968	0.0733	0	0.901944811	0	0	0	0.013204684	0	0.6194	1e-04	0.8254	1e-04	1.94e-07	9.25e-07	0.3343	0.004	0.5264	3e-04	1.76e-05	0.000385553	0.1711422445	0.5512577555	0.2592077555	71	R	1.76729338311554
chr11	70255340	70255341	Alox12	0	0.254931752	0	0	0	0.6608	1	0	0	0.046228009	0	0.043044507	0	0.5051	0.7134	0.0121	0.037266449	0.07169355	0.0962	0.3932	1	0.0019	0.006125562	0.053798411	0.063732938	0.292967062	0.484367062	71	R	0.901743118496234
chr11	70410030	70410031	Pelp1	0	0	0	0.031513782	0.131	0	0.147553203	0.09776101	0.077268124	0	0.026681254	0.00907492	0.0244	0.325	0.0975	0.0364	0.064321089	0.113772855	0	0.5063	0.0044	0.4732	0.581909826	0.611534142	0.0078784455	0.0530715545	0	71	R	4.41972317365711
chr11	70432579	70432580	Arrb2	0	0	0	0	0	0.0297	0.460095137	0	0.036361009	0.018811277	0.040883105	0	0.0567	0.2551	0	0.5127	0.396837619	0.509283348	0.1216	0.0566	0	0.5016	0.129509177	0.473928511	0	0.02835	0.0608	71	R	0.903645152586455
chr11	70451930	70451931	Med11	0.017057881	0	0	0	0	0.2109	0	0	0	0	0	0	0	0.4907	0.1239	0.1843	0.307763939	0.424646965	0	0.4962	0.1031	0.2204	0.351391208	0.611534142	0.00426447025	0.05768552975	0.04728552975	71	R	1.74161068495015
chr11	70459983	70459984	Cxcl16	0.264673801	0.085081699	0.289260172	0	0.1932	0.165	0.029878449	0	0	0	0	0	0.3007	0.0341	0.179	0.1788	0.037191855	0.07168659	0	0.5047	0	0.5093	0.606239937	0.611534142	0.159753918	0.080096082	0	71	R	5.3589562393336
chr11	70525356	70525357	Psmb6	0	0.047933121	0.066775733	0.205592156	0.0965	0	0.181830181	0.25793079	0.03569481	0	0	0	0.1239	2e-04	0.0716	0.0323	8.37e-05	0.000322492	0.0666	0.0519	0	0.5073	0.122089319	0.457477457	0.0800752525	0.0176747475	0	71	R	10.2802361864555
chr11	70540163	70540164	Pld2	0.058405672	0	0	0	0.0971	0.2108	0	0.577084832	0.543370801	0.33754804	0	0.01141747	0.2763	0.0347	0.1542	0.1964	0.040812907	0.07762907	0	0.4993	0	0.5021	0.597540983	0.611534142	0.014601418	0.200648582	0	71	R	5.19701890687629
chr11	70562880	70562881	Mink1	0.08632898	0.036902255	0.209893306	0.28808771	0.0264	0.0359	0.378977123	0.194433897	0	0	0.036326471	0	0.1769	0.0014	0.0975	0.0448	0.000669651	0.002093695	0.1045	0.0709	0.0664	0.1501	0.058988449	0.274554533	0.15530306275	0	0	71	R	4.7723957301296
chr11	70647038	70647039	Slc25a11	0.100998529	0	0.437376571	0.252320775	0	0	0	0	0	0	0.053886594	0	0.0941	0.1147	0	0.4929	0.218955949	0.316374118	0.0994	0.0419	0.3085	0	0	0	0.19767396875	0	0.00627603125000001	71	R	0.0555332279113586
chr11	70647588	70647589	Rnf167	0	0	0	0	0	0	0.113147105	0.113651967	0	0	0.018138353	0.041535776	0	0.4977	0	0.4924	0.589686683	0.608316432	0	0.5007	0	0.5008	0.597612962	0.611534142	0	0	0	71	R	1.01072744852518
chr11	70654649	70654650	Pfn1	0	0.088797109	0	0	0	0	0.198993862	0	0	0	0.021109701	0.013958158	0.1202	0.0028	0.1471	1e-04	4.5e-06	2e-05	0	0.5033	0.265	0	0	0	0.02219927725	0.11145072275	0.11030072275	71	R	0.522105365572753
chr11	70657175	70657176	Eno3	0	0	0	0.080168934	0.1005	1	0	0	0.109159449	0	0	0	0.5376	5e-04	0	0.5004	0.002325171	0.006262461	0	0.4964	0	0.495	0.590600596	0.611534142	0.0200422335	0.2487577665	0	71	R	10.3158639152241
chr11	70669415	70669416	Spag7	0.065683091	0.004954723	0	0	0	0	0.192093383	0.151447189	0.03366124	0.058911127	0	0.055152528	0	0.4943	0	0.4971	0.590598532	0.608316432	0.045	0.1521	0	0.4973	0.270923356	0.611534142	0.0176594535	0	0.0048405465	71	R	1.01072744852518
chr11	70688104	70688105	Camta2	0	0	0	0.494209478	0	0.6051	0	0	0	0.066569211	0.098255086	0.057386355	0	0.4947	0	0.5027	0.594748109	0.608316432	0	0.4921	0	0.5035	0.593475457	0.611534142	0.1235523695	0	0	71	R	1.01072744852518
chr11	70700154	70700155	Inca1	0.111277329	0	0.533908972	0	0	0	0	0	0.219714843	0	0	0.09972039	0.6729	0.0174	0.0605	0.4206	0.04330583	0.081908031	0	0.4972	0	0.5078	0.599996807	0.611534142	0.16129657525	0.20540342475	0	71	R	5.08791608933496
chr11	70700547	70700548	Kif1c	0	0	0	0	0.126	0.3393	0	0.001815892	0.029185287	0	0.067357294	0	0.1331	0.0118	0.1127	0.0218	0.002383457	0.00639159	0.2016	0	0.2156	0	0	0	0	0.1229	0.2086	71	R	0.243821224827886
chr11	70764446	70764447	Zfp3	0.160545912	0.123967725	0	0	0.1344	0.1775	0.283364705	0	0.16788046	0.054925994	0.050068985	0.051765267	0	0.4989	0.0979	0.2549	0.389423049	0.501680203	0.1738	0.1103	0	0.5013	0.215373389	0.611534142	0.07112840925	0	0.01577159075	71	R	1.40263147643896
chr11	70844760	70844761	Rabep1	0.073775836	0.017882356	0.137672142	0.101056954	0.0283	0	0	0.08241517	0	0	0	0.108489014	0.027	0.2141	0	0.5023	0.347348048	0.461000695	0	0.5003	0	0.4935	0.59225405	0.611534142	0.082596822	0	0	71	R	1.57458346299216
chr11	70969972	70969973	Nup88	0.044104176	0.016755362	0.124816881	0	0.0676	0.2638	0.408555147	0.268259657	0	0	0.011257964	0.062265759	0.0703	0.0154	0.0893	0.0029	0.000491994	0.001597794	0.0283	0.2161	0	0.5002	0.34857483	0.611534142	0.04641910475	0.03338089525	0	71	R	13.0933993416784
